	Pt	T	Vf	Vm	Ach	Over	
	#	s	V vs. Ref.	V	V	bits	
	1597	1611.32	-1.62E-01	-1.62E-01	0.00E+00	...........	
	1598	1612.32	-1.62E-01	-1.62E-01	0.00E+00	...........	
	1599	1613.33	-1.62E-01	-1.62E-01	0.00E+00	...........	
	1600	1614.34	-1.62E-01	-1.62E-01	0.00E+00	...........	
	1601	1615.35	-1.62E-01	-1.62E-01	0.00E+00	...........	
	1602	1616.36	-1.62E-01	-1.62E-01	0.00E+00	...........	
	1603	1617.37	-1.62E-01	-1.62E-01	0.00E+00	...........	
	1604	1618.38	-1.62E-01	-1.62E-01	0.00E+00	...........	
	1605	1619.38	-1.62E-01	-1.62E-01	0.00E+00	...........	
	1606	1620.39	-1.62E-01	-1.62E-01	0.00E+00	...........	
	1607	1621.4	-1.62E-01	-1.62E-01	0.00E+00	...........	
	1608	1622.41	-1.62E-01	-1.62E-01	0.00E+00	...........	
	1609	1623.42	-1.62E-01	-1.62E-01	0.00E+00	...........	
	1610	1624.42	-1.62E-01	-1.62E-01	0.00E+00	...........	
	1611	1625.43	-1.62E-01	-1.62E-01	0.00E+00	...........	
	1612	1626.44	-1.62E-01	-1.62E-01	0.00E+00	...........	
	1613	1627.45	-1.62E-01	-1.62E-01	0.00E+00	...........	
	1614	1628.46	-1.62E-01	-1.62E-01	0.00E+00	...........	
	1615	1629.47	-1.62E-01	-1.62E-01	0.00E+00	...........	
	1616	1630.47	-1.62E-01	-1.62E-01	0.00E+00	...........	
	1617	1631.48	-1.62E-01	-1.62E-01	0.00E+00	...........	
	1618	1632.49	-1.62E-01	-1.62E-01	0.00E+00	...........	
	1619	1633.5	-1.62E-01	-1.62E-01	0.00E+00	...........	
	1620	1634.51	-1.62E-01	-1.62E-01	0.00E+00	...........	
	1621	1635.52	-1.62E-01	-1.61E-01	0.00E+00	...........	
	1622	1636.53	-1.62E-01	-1.61E-01	0.00E+00	...........	
	1623	1637.53	-1.62E-01	-1.61E-01	0.00E+00	...........	
	1624	1638.54	-1.61E-01	-1.61E-01	0.00E+00	...........	
	1625	1639.55	-1.61E-01	-1.61E-01	0.00E+00	...........	
	1626	1640.56	-1.61E-01	-1.61E-01	0.00E+00	...........	
	1627	1641.57	-1.61E-01	-1.61E-01	0.00E+00	...........	
	1628	1642.57	-1.61E-01	-1.61E-01	0.00E+00	...........	
	1629	1643.58	-1.61E-01	-1.61E-01	0.00E+00	...........	
	1630	1644.59	-1.61E-01	-1.61E-01	0.00E+00	...........	
	1631	1645.6	-1.61E-01	-1.61E-01	0.00E+00	...........	
	1632	1646.61	-1.61E-01	-1.61E-01	0.00E+00	...........	
	1633	1647.62	-1.61E-01	-1.61E-01	0.00E+00	...........	
	1634	1648.62	-1.61E-01	-1.61E-01	0.00E+00	...........	
	1635	1649.63	-1.61E-01	-1.61E-01	0.00E+00	...........	
	1636	1650.64	-1.61E-01	-1.61E-01	0.00E+00	...........	
	1637	1651.65	-1.61E-01	-1.61E-01	0.00E+00	...........	
	1638	1652.66	-1.61E-01	-1.61E-01	0.00E+00	...........	
	1639	1653.67	-1.61E-01	-1.61E-01	0.00E+00	...........	
	1640	1654.67	-1.61E-01	-1.61E-01	0.00E+00	...........	
	1641	1655.68	-1.61E-01	-1.61E-01	0.00E+00	...........	
	1642	1656.69	-1.61E-01	-1.61E-01	0.00E+00	...........	
	1643	1657.7	-1.61E-01	-1.61E-01	0.00E+00	...........	
	1644	1658.71	-1.61E-01	-1.61E-01	0.00E+00	...........	
	1645	1659.72	-1.61E-01	-1.61E-01	0.00E+00	...........	
	1646	1660.72	-1.61E-01	-1.61E-01	0.00E+00	...........	
	1647	1661.73	-1.61E-01	-1.61E-01	0.00E+00	...........	
	1648	1662.74	-1.61E-01	-1.61E-01	0.00E+00	...........	
	1649	1663.75	-1.61E-01	-1.61E-01	0.00E+00	...........	
	1650	1664.76	-1.61E-01	-1.61E-01	0.00E+00	...........	
	1651	1665.77	-1.61E-01	-1.61E-01	0.00E+00	...........	
	1652	1666.78	-1.61E-01	-1.61E-01	0.00E+00	...........	
	1653	1667.78	-1.61E-01	-1.61E-01	0.00E+00	...........	
	1654	1668.79	-1.61E-01	-1.61E-01	0.00E+00	...........	
	1655	1669.8	-1.61E-01	-1.61E-01	0.00E+00	...........	
	1656	1670.81	-1.61E-01	-1.61E-01	0.00E+00	...........	
	1657	1671.82	-1.61E-01	-1.61E-01	0.00E+00	...........	
	1658	1672.82	-1.61E-01	-1.61E-01	0.00E+00	...........	
	1659	1673.83	-1.61E-01	-1.61E-01	0.00E+00	...........	
	1660	1674.84	-1.61E-01	-1.61E-01	0.00E+00	...........	
	1661	1675.85	-1.61E-01	-1.61E-01	0.00E+00	...........	
	1662	1676.86	-1.61E-01	-1.61E-01	0.00E+00	...........	
	1663	1677.87	-1.61E-01	-1.61E-01	0.00E+00	...........	
	1664	1678.88	-1.61E-01	-1.61E-01	0.00E+00	...........	
	1665	1679.88	-1.61E-01	-1.61E-01	0.00E+00	...........	
	1666	1680.89	-1.61E-01	-1.61E-01	0.00E+00	...........	
	1667	1681.9	-1.61E-01	-1.61E-01	0.00E+00	...........	
	1668	1682.91	-1.61E-01	-1.61E-01	0.00E+00	...........	
	1669	1683.92	-1.61E-01	-1.61E-01	0.00E+00	...........	
	1670	1684.92	-1.61E-01	-1.61E-01	0.00E+00	...........	
	1671	1685.93	-1.61E-01	-1.61E-01	0.00E+00	...........	
	1672	1686.94	-1.61E-01	-1.61E-01	0.00E+00	...........	
	1673	1687.95	-1.61E-01	-1.61E-01	0.00E+00	...........	
	1674	1688.96	-1.61E-01	-1.61E-01	0.00E+00	...........	
	1675	1689.97	-1.61E-01	-1.61E-01	0.00E+00	...........	
	1676	1690.97	-1.61E-01	-1.61E-01	0.00E+00	...........	
	1677	1691.98	-1.61E-01	-1.61E-01	0.00E+00	...........	
	1678	1692.99	-1.61E-01	-1.61E-01	0.00E+00	...........	
	1679	1694	-1.61E-01	-1.61E-01	0.00E+00	...........	
	1680	1695.01	-1.61E-01	-1.61E-01	0.00E+00	...........	
	1681	1696.02	-1.61E-01	-1.61E-01	0.00E+00	...........	
	1682	1697.03	-1.61E-01	-1.61E-01	0.00E+00	...........	
	1683	1698.03	-1.61E-01	-1.61E-01	0.00E+00	...........	
	1684	1699.04	-1.61E-01	-1.61E-01	0.00E+00	...........	
	1685	1700.05	-1.61E-01	-1.61E-01	0.00E+00	...........	
	1686	1701.06	-1.61E-01	-1.61E-01	0.00E+00	...........	
	1687	1702.07	-1.61E-01	-1.61E-01	0.00E+00	...........	
	1688	1703.07	-1.61E-01	-1.61E-01	0.00E+00	...........	
	1689	1704.08	-1.61E-01	-1.61E-01	0.00E+00	...........	
	1690	1705.09	-1.61E-01	-1.61E-01	0.00E+00	...........	
	1691	1706.1	-1.61E-01	-1.61E-01	0.00E+00	...........	
	1692	1707.11	-1.61E-01	-1.61E-01	0.00E+00	...........	
	1693	1708.12	-1.61E-01	-1.61E-01	0.00E+00	...........	
	1694	1709.13	-1.61E-01	-1.61E-01	0.00E+00	...........	
	1695	1710.13	-1.61E-01	-1.61E-01	0.00E+00	...........	
	1696	1711.14	-1.61E-01	-1.61E-01	0.00E+00	...........	
	1697	1712.15	-1.61E-01	-1.60E-01	0.00E+00	...........	
	1698	1713.16	-1.61E-01	-1.60E-01	0.00E+00	...........	
	1699	1714.17	-1.61E-01	-1.60E-01	0.00E+00	...........	
	1700	1715.17	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1701	1716.18	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1702	1717.19	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1703	1718.2	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1704	1719.21	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1705	1720.22	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1706	1721.22	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1707	1722.23	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1708	1723.24	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1709	1724.25	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1710	1725.26	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1711	1726.27	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1712	1727.28	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1713	1728.28	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1714	1729.29	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1715	1730.3	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1716	1731.31	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1717	1732.32	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1718	1733.32	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1719	1734.33	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1720	1735.34	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1721	1736.35	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1722	1737.36	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1723	1738.37	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1724	1739.38	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1725	1740.38	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1726	1741.39	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1727	1742.4	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1728	1743.41	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1729	1744.42	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1730	1745.42	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1731	1746.43	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1732	1747.44	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1733	1748.45	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1734	1749.46	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1735	1750.47	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1736	1751.47	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1737	1752.48	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1738	1753.49	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1739	1754.5	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1740	1755.51	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1741	1756.52	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1742	1757.53	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1743	1758.53	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1744	1759.54	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1745	1760.55	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1746	1761.56	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1747	1762.57	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1748	1763.57	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1749	1764.58	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1750	1765.59	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1751	1766.6	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1752	1767.61	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1753	1768.62	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1754	1769.63	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1755	1770.63	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1756	1771.64	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1757	1772.65	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1758	1773.66	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1759	1774.67	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1760	1775.67	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1761	1776.68	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1762	1777.69	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1763	1778.7	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1764	1779.71	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1765	1780.72	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1766	1781.72	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1767	1782.73	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1768	1783.74	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1769	1784.75	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1770	1785.76	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1771	1786.77	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1772	1787.78	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1773	1788.78	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1774	1789.79	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1775	1790.8	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1776	1791.81	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1777	1792.82	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1778	1793.82	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1779	1794.83	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1780	1795.84	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1781	1796.85	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1782	1797.86	-1.60E-01	-1.60E-01	0.00E+00	...........	
	1783	1798.87	-1.60E-01	-1.59E-01	0.00E+00	...........	
	1784	1799.88	-1.60E-01	-1.59E-01	0.00E+00	...........	
